True_SMILES,Corrupted_SMILES,Recovered_SMILES,Is_Valid
O=C(NC1CCN(CCc2ccccc2)CC1)c1cc2cc([N+](=O)[O-])c(Cl)cc2o1,O[MASK][MASK]([MASK]C1C[MASK][MASK][MASK][MASK]C[MASK][MASK][MASK][MASK]c[MASK][MASK]2[MASK][MASK]C[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK](=[MASK])[MASK])[MASK][MASK]Cl[MASK][MASK][MASK]2o1,O=C(NC1CCN(CCc2ccccc2)CC1)c1cc2cc([N+](=O)[O-])c(Cl)cc2o1,True
O=C(NC1CCN(Cc2ccc(OS(=O)(=O)c3ccc(OC(F)(F)F)cc3)cc2)CC1)c1ncc(OC2CCCCC2)s1,O=C(NC[MASK][MASK]CN[MASK][MASK][MASK]2[MASK][MASK]c[MASK][MASK][MASK][MASK]=[MASK][MASK][MASK][MASK][MASK])[MASK][MASK][MASK][MASK][MASK](O[MASK][MASK][MASK][MASK][MASK][MASK][MASK]F[MASK]c[MASK]3[MASK]cc[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK]c[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK],O=C(NC1CCN(Cc2ccc(NS(=O)(=O)c3ccc(OC(F)(F)F)cc3)cc2)CC))ccccccccccccc2)cc1,False
O=C(NC1CCN(Cc2ccccc2)CC1)c1csc2c1CCN(Cc1ccccc1)C2,O[MASK]C(N[MASK]1CCN(Cc2ccccc2)[MASK]C1[MASK]c1cs[MASK][MASK]c1CCN([MASK][MASK]1[MASK]cccc1)C2,O=C(NC1CCN(Cc2ccccc2)CC1)c1csc2c1CCN(Cc1ccccc1)C2,True
O=C(NC1CCN(c2nc(-c3ccc(N4CCCC4)cc3)nc3sccc23)CC1)c1ccncc1,O[MASK][MASK][MASK]N[MASK][MASK][MASK][MASK][MASK]([MASK]2n[MASK][MASK][MASK]c[MASK]cc[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK])c[MASK]3[MASK][MASK][MASK][MASK]s[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK]1[MASK][MASK][MASK]cc[MASK][MASK][MASK][MASK],O=C(NC1CCN(c2nc(-c3ccc((F)(F)F)cc3)nc3scccC3)CC1)c1ccccc1,False
O=C(NC1CCNCC1)c1ccc(-c2ccc3nnc4n3c2CCCC4)s1,[MASK]=[MASK][MASK][MASK]C[MASK][MASK]CN[MASK][MASK]1[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK]c[MASK][MASK][MASK]nc[MASK][MASK]3c[MASK][MASK]C[MASK]C4[MASK][MASK]1,O=C(NC1CCNCC1)c1cccc(cc2c3ccnc4c3c2CCCC4)c1,False
O=C(NC1CCOCC1)C(=O)NC1CCCC1,O=C(NC1CCOCC1)C(=O)NC[MASK]CCCC1,O=C(NC1CCOCC1)C(=O)NC1CCCC1,True
O=C(NC1CN2CCC1CC2)[C@H]1CCCS1,[MASK]=C[MASK]N[MASK]1[MASK][MASK][MASK][MASK]CC1[MASK][MASK]2)[C@H]1CCC[MASK]1,O=C(NC1CN2CCC1CC2)[C@H]1CCCC1,True
O=C(NC1Cc2ccccc2N(Cc2ccccc2)C1=O)c1cccc(CS(=O)(=O)c2ccc(Br)cc2)c1,O=C(N[MASK]1[MASK][MASK]2[MASK][MASK]c[MASK][MASK][MASK][MASK](C[MASK][MASK]cc[MASK]cc2[MASK]C[MASK][MASK]O)[MASK]1cccc[MASK]CS([MASK][MASK][MASK](=[MASK])c[MASK]cc[MASK][MASK]Br[MASK][MASK][MASK]2)[MASK]1,O=C(NC1Cc2ccccc2N(Cc2ccccc2)C1=O)c1cccc(CS(=O)(=O)c2ccc(Br)cc2)c1,True
O=C(NC1N=C2CCCC2N(CCO)C1=O)c1ccc(S(=O)(=O)N2CCCCCC2)cc1,O=C(NC1N=[MASK]2CC[MASK][MASK]2N([MASK]CO)C1[MASK][MASK])c[MASK]ccc[MASK]S([MASK]O[MASK]([MASK]O)[MASK]2C[MASK]CCC[MASK][MASK])[MASK][MASK]1,O=C(NC1N=C2CCCC2N(CCO)C1=O)c1ccc(S(=O)(=O)N2CCCCCC2)cc1,True
O=C(NC1[C@@H]2CC[C@H](C2)C1(Cc1cccc(S(=O)(=O)Nc2ccccn2)c1)C(=O)C(F)(F)F)c1ccco1,O=C(NC1[MASK][MASK][MASK]C[C@H](C2)C1([MASK]c1[MASK]c[MASK]c(S(=O)(=O)Nc[MASK]c[MASK]cc[MASK]2[MASK]c1)C(=[MASK][MASK]C(F)(F)F)c1c[MASK]co1,O=C(NC1C2CC[C@H](C2)C1(Cc1cccc(S(=O)(=O)Nc2ccccc2)c1)C(=O)C(F)(F)F)c1ccco1,True
O=C(NC1c2ccccc2CC1c1ccccc1)c1ccncc1,O=[MASK][MASK]N[MASK]1c[MASK]ccc[MASK]c2C[MASK]1[MASK][MASK]cccc[MASK]1)c1[MASK]cn[MASK]c1,O=C(NN1c2ccccc2CC1c1ccccc1)c1ccncc1,True
O=C(NC1c2ccccc2SCC12CCC(=O)NC2)c1ccco1,O=[MASK]([MASK][MASK][MASK]c[MASK]ccc[MASK]c[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK]C([MASK]O[MASK]N[MASK][MASK])[MASK][MASK][MASK][MASK][MASK][MASK][MASK],O=C(CCCc1ccccc1)c1CCcCC(=O)N(O)C1cccC1,False
O=C(NC1c2ccccc2Sc2ccc(CCn3cncn3)cc21)c1ccncc1,O=[MASK][MASK][MASK]C[MASK][MASK]2c[MASK]c[MASK]c[MASK][MASK]c2c[MASK][MASK][MASK]CCn3[MASK][MASK][MASK][MASK]3)c[MASK][MASK]1)c[MASK][MASK]c[MASK]c[MASK]1,O=C(NC(c2ccccc2)c2ccc(CCn3cCnc3)cc21)c1ccccc1,False
O=C(NCC(F)(F)C(F)(F)F)c1ccc2c(c1)CCc1c-2nc2sccn12,[MASK][MASK]C([MASK][MASK][MASK](F[MASK][MASK]F)C(F)([MASK])F[MASK]c[MASK]c[MASK]c[MASK]c(c[MASK][MASK][MASK][MASK]c1c[MASK]2nc2s[MASK][MASK]n[MASK][MASK],O=C(NCC(F)(F)C(F)(F)F)c1ccc2c(c1)CCc1c-2nc2sccn12,True
O=C(NCC(O)CO)c1ccc(NC(=O)CC(c2ccccc2)c2ccccc2)cc1,O[MASK][MASK]([MASK][MASK]C[MASK][MASK])C[MASK])c[MASK]c[MASK]c(N[MASK][MASK]=[MASK])CC(c2cc[MASK]c[MASK][MASK][MASK]c2ccccc2[MASK][MASK][MASK][MASK],O=C(NCC(O)CO)c1ccc(NC(=O)CC(c2ccccc2)c2ccccc2)cc1,True
O=C(NCC(c1ccc(F)cc1)N1CCOCC1)c1ccccc1,[MASK][MASK][MASK][MASK][MASK]CC[MASK]c[MASK][MASK]cc[MASK][MASK])[MASK][MASK]1)[MASK][MASK][MASK]C[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK]ccc[MASK]1,O=C(CCC(c1ccc(Cl)cc1)N1CCCCC1)c1ccccc1,True
O=C(NCC(c1ccccc1)N1CCC(O)CC1)C1CSc2ccccc21,O=C(NCC[MASK][MASK]1cc[MASK]cc1)[MASK][MASK]CCC[MASK]O[MASK][MASK]C[MASK])C1C[MASK][MASK]2c[MASK]c[MASK]c2[MASK],O=C(NCC(c1ccccc1)N1CCC(O)CC1)C1CCc2ccccc21,True
O=C(NCC(c1cccnc1)N1CCN(CCc2ccc3c(c2)OCO3)CC1)c1ccccc1OC(F)F,[MASK]=C(NC[MASK]([MASK]1cccn[MASK]1)N1[MASK]CN([MASK]Cc2[MASK]cc3c([MASK]2[MASK][MASK]C[MASK]3)[MASK]C1)c[MASK]cc[MASK]c[MASK][MASK][MASK]C([MASK])[MASK],O=C(NCC(c1cccnc1)N1CCN(CCc2ccc3c(c2)OCO3)CC1)c1ccccc1OC(F)F,True
O=C(NCC1(N2CCCC2)CCC1)c1ccc([N+](=O)[O-])o1,O[MASK][MASK][MASK]NC[MASK][MASK][MASK]N2[MASK][MASK]C[MASK]2[MASK][MASK][MASK]C[MASK][MASK][MASK][MASK]cc[MASK]([MASK][MASK]=O)[O-][MASK][MASK][MASK],O=C1NCC(CN2CCCC2)CCC1cccccc([N+](=O)[O-])o1,False
O=C(NCC1(N2CCOCC2)CCCCC1)c1ccc2c(c1)C(=O)N(c1cccc(Cl)c1)C2=O,[MASK]=C([MASK][MASK]C[MASK](N2C[MASK][MASK][MASK]C[MASK])[MASK][MASK]C[MASK][MASK]1[MASK][MASK]1ccc[MASK]c(c[MASK][MASK]C[MASK]=O)N(c1c[MASK]c[MASK][MASK][MASK][MASK][MASK]1)[MASK]2[MASK]O,O=C(NCC1(N2CCOCC2)CCCCC1)c1ccc2c(c1)C(=O)N(c1ccc(F)cc1)C2=O,True
O=C(NCC1(Nc2ncc(F)c(N3CCOCC3)n2)CC1)c1ccc(Oc2ccccc2)cc1,[MASK][MASK]C[MASK][MASK]CC1[MASK][MASK]c[MASK][MASK][MASK][MASK](F[MASK][MASK][MASK][MASK][MASK][MASK]C[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK]CC1)[MASK][MASK][MASK]cc(O[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK]c1,O=C(NCC1(Cc2ccc(F)cc2)CCC1CC1CCCCC1)c1ccc(Oc2ccccc2)cc1,True
O=C(NCC12CC3CC(CC(C3)C1)C2)C(CCCNC(=O)CCc1ccccc1)N1CCCCCC1,[MASK]=[MASK][MASK][MASK][MASK][MASK][MASK]2CC[MASK][MASK][MASK]([MASK][MASK][MASK][MASK][MASK][MASK]C1[MASK][MASK][MASK][MASK]C[MASK]C[MASK]C[MASK][MASK][MASK][MASK]O[MASK][MASK]C[MASK][MASK]c[MASK]ccc1)N1CCCC[MASK][MASK]1,O=C(CCC12CC3CC(CC(C3)C1)C2)CCCCCNC(=O)OCc1ccccc1)N1CCCCCC1,False
O=C(NCC1CC(=O)N(c2ccccc2N2CCOCC2)C1)c1cccc(Cl)c1,[MASK]=[MASK][MASK][MASK][MASK]C[MASK]C[MASK][MASK]=[MASK])[MASK][MASK]c[MASK][MASK][MASK][MASK][MASK]c2N2CC[MASK][MASK][MASK][MASK])[MASK]1[MASK][MASK][MASK]cc[MASK]c[MASK]Cl)[MASK]1,O=C(O)C1CC(=O)N(c2ccccc2N2CCOCC2)C1)c1cccc(Cl)c1,False
O=C(NCC1CC(c2ccc3c(c2)OCO3)=NO1)c1ccc(F)cc1,[MASK][MASK][MASK](N[MASK][MASK][MASK][MASK][MASK](c[MASK]c[MASK]c[MASK][MASK][MASK]c2)O[MASK]O3)=[MASK]O1)c[MASK]cc[MASK](F[MASK]cc1,O=C(NCC1CC(c2ccc3c(c2)OCO3)=NO1)c1ccc(F)cc1,True
O=C(NCC1CC1)c1ccc(-c2cc(-c3cccnc3)n[nH]2)cc1,[MASK]=C(NCC1C[MASK]1[MASK]c[MASK]ccc(-c2cc(-c3[MASK]ccnc3)n[nH]2)cc1,O=C(NCC1CC1)c1ccc(-c2cc(-c3cccnc3)n[nH]2)cc1,True
O=C(NCC1CC1)c1cncc(-c2ccc(C(F)(F)F)cc2)c1,[MASK][MASK][MASK]([MASK][MASK][MASK][MASK][MASK][MASK]1[MASK][MASK][MASK]c[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK]c[MASK](C[MASK]F[MASK][MASK][MASK][MASK]F)cc[MASK])c[MASK],O=C(=O)CCc1)c1cccc(Cc2ccc(C(F)(F)F)cc2)c1,False
O=C(NCC1CCC(N2CCCC2)CC1)c1c[nH]c2ccccc12,[MASK][MASK]C[MASK]N[MASK]C1CC[MASK][MASK]N2[MASK][MASK][MASK][MASK]2[MASK][MASK][MASK][MASK][MASK][MASK][MASK]c[nH][MASK][MASK]cc[MASK]cc1[MASK],O=C(NCC1CCC(N2CCCC2)CC1)c1c[nH]c2ccccc12,True
O=C(NCC1CCC(c2ccccc2)N1)C1CN(Cc2ccccc2)CCO1,O=[MASK][MASK][MASK][MASK][MASK]1C[MASK][MASK][MASK]c[MASK]c[MASK][MASK]c[MASK]2)N[MASK])C[MASK][MASK][MASK](C[MASK][MASK]cc[MASK][MASK]c[MASK][MASK][MASK][MASK]O[MASK],O=C(CC[C@@H]1CSC(c2ccccc2)N1)C1CN(Cc2ccccc2)CCO1,True
O=C(NCC1CCCCC1)c1ccccc1Cl,O=[MASK](N[MASK]C[MASK]C[MASK]CCC1)c1ccc[MASK]c1[MASK],O=C(NCC1CCCCC1)c1ccccc1Cl,True
O=C(NCC1CCCN1C1CCCC1)c1cnn2c1NCCC2,O[MASK]C([MASK][MASK]C1CCC[MASK]1C1CCCC1)c1[MASK]n[MASK]2c1NCC[MASK]2,O=C(NCC1CCCN1C1CCCC1)c1cnc2c1NCCC2,False
O=C(NCC1CCCN1S(=O)(=O)c1ccc(F)cc1)C1CC1,O[MASK]C[MASK]NC[MASK]1[MASK]C[MASK][MASK][MASK][MASK][MASK]=[MASK][MASK](=[MASK])c[MASK][MASK][MASK]c([MASK])[MASK]c[MASK])[MASK]1[MASK][MASK]1,O=C(NCC1CCCN1S(=O)(=O)c1ccc(F)cc1)C1CC1,True
O=C(NCC1CCCO1)c1ccc(NCc2ccc(S(=O)(=O)N3CCOCC3)cc2)cc1,[MASK]=[MASK][MASK]NC[MASK][MASK]CC[MASK][MASK][MASK])[MASK][MASK][MASK]cc([MASK][MASK][MASK]2c[MASK][MASK]([MASK][MASK][MASK]O)([MASK][MASK])[MASK]3CCOC[MASK]3[MASK]c[MASK]2)[MASK]c1,O=C(NCCCCCCO1)c1ccc(ONc2ccc(S(=O)(=O)N3CCOCC3)cc2)cc1,False
O=C(NCC1CCCO1)c1coc2ccc(NC3CCN(Cc4c(O)ccc5cc6cc(O)ccc6nc45)C3)cc12,[MASK][MASK][MASK](NCC[MASK][MASK]CCO[MASK])c1coc2[MASK][MASK]c(N[MASK][MASK]CCN[MASK]Cc4c[MASK][MASK][MASK]ccc[MASK][MASK]c6[MASK][MASK][MASK]O)cc[MASK]6nc[MASK][MASK])C3)c[MASK]12,O=C(NCC1CCCO1)c1coc2ccc(N3CCCN(Cc4cccccccccc6cc(O)ccc6nc46)C3)cc12,False
O=C(NCC1CCCO1)c1nc2ccccc2[nH]1,O=C[MASK]N[MASK]C1[MASK][MASK]CO1)[MASK]1nc[MASK]c[MASK][MASK]cc[MASK][MASK]1,O=C(NCC1CCCO1)c1nc2ccccc2[nH]1,True
O=C(NCC1CCN(Cc2csc(-c3ccccc3)n2)CC1)c1ccsc1,O=C[MASK][MASK][MASK]C[MASK]CCN[MASK]C[MASK]2c[MASK]c(-c[MASK][MASK]c[MASK]cc3)n2)[MASK]C[MASK])c1ccsc1,O=C(NCC1CCN(Cc2coc(-c3ccccc3)n2)CC1)c1ccsc1,True
O=C(NCC1CCN(c2nnc(-n3cccc3)o2)CC1)/C(=C/c1ccccc1)NC(=O)c1ccccc1,O=C(NCC1C[MASK]N[MASK]c2n[MASK][MASK](-[MASK]3c[MASK][MASK][MASK][MASK][MASK]o2[MASK]CC1)[MASK][MASK](=[MASK]/c1[MASK]cccc1)[MASK]C(=O)c1cccc[MASK]1,O=C(NCC1CCN(c2nnc(-c3cccc3)o2)CC1)/C(=C/c1ccccc1)NC(=O)c1ccccc1,False
O=C(NCC1CCOCC1)c1cc(Cl)ccc1Oc1ccc(Cl)cc1OC(F)F,O=[MASK]([MASK]CC1C[MASK][MASK][MASK]C1)[MASK]1c[MASK]([MASK][MASK][MASK]c[MASK][MASK]O[MASK]1c[MASK]c[MASK]Cl)cc1[MASK]C([MASK])F,O=C(NCC1CCCCC1)c1cc(Cl)ccc1Oc1ccc(Cl)cc1OC(F)F,True
O=C(NCC1CN(CC2CCOCC2)C[C@H]1F)c1ccc(N2CCOCC2)s1,O=C(NCC1CN[MASK]CC2[MASK]CO[MASK]C[MASK])C[C@H]1F)c1ccc(N2[MASK]COCC2[MASK]s[MASK],O=C(NCC1CN(CC2CCOCC2)C[C@H]1F)c1ccc(N2CCOCC2)s1,True
O=C(NCC1CN(Cc2ccccc2)CCO1)C1CCN(S(=O)(=O)c2cccs2)CC1,[MASK][MASK][MASK]([MASK][MASK]C[MASK]C[MASK][MASK][MASK]c[MASK]cc[MASK][MASK][MASK]2)[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK]N([MASK][MASK]=O[MASK][MASK][MASK][MASK])[MASK][MASK][MASK]c[MASK][MASK][MASK][MASK][MASK][MASK][MASK],O=C(CCC1CC(Cc2ccccc2)CC1)C11CCN(S(=O)(=O)c2ccccc2)C1,False
O=C(NCC2CCCCC2)Oc1c(Cl)cc(Br)cc1Cl,O=C[MASK][MASK]C[MASK]2C[MASK][MASK][MASK][MASK]2[MASK][MASK]c1[MASK][MASK]Cl)c[MASK][MASK]Br[MASK][MASK][MASK][MASK]Cl,O=C1CCC2CCCCC2NNc1c(Cl)cc(Br)cc1Cl,False
O=C(NCCC1=CCCCC1)c1c(O)c(O)c2ccc(O)cc2c1O,[MASK][MASK][MASK][MASK][MASK][MASK][MASK]C[MASK][MASK][MASK][MASK][MASK]C[MASK][MASK])c[MASK]c[MASK]O)[MASK][MASK][MASK])c[MASK]c[MASK]c[MASK]O[MASK]c[MASK]2[MASK][MASK][MASK],OCC(CCCCCCCCCCCO)c1c(O)c(O)c2ccc(O)cc2c11,False
O=C(NCCC1=CCCCC1)c1cccc(F)c1,O[MASK]C(NCCC1=CCC[MASK]C1)c1[MASK][MASK][MASK][MASK](F[MASK]c1,O=C(NCCC1=CCCCC1)c1cccc(F)c1,True
O=C(NCCCCCCNC(=O)c1ccc2c(c1)[nH]c1c(NO)cccc12)c1ccc([N+](=O)[O-])cc1,O=[MASK]([MASK]CCCC[MASK][MASK]NC([MASK]O)[MASK]1c[MASK]c2c[MASK]c1)[nH]c[MASK]c[MASK]NO)cc[MASK]c12)[MASK]1ccc([N+](=[MASK])[O-][MASK]cc1,O=C(NCCCCCCNC(=O)c1ccc2c(c1)[nH]c1ccNO)cccc12)c1ccc([N+](=O)[O-])cc1,False
O=C(NCCCCN1CCC(Cc2ccccc2)CC1)c1ccc(C(=O)c2ccc(F)cc2)cc1,[MASK][MASK][MASK][MASK]N[MASK][MASK][MASK]C[MASK]1[MASK][MASK]C([MASK][MASK]2c[MASK]c[MASK]c[MASK])[MASK][MASK][MASK][MASK][MASK][MASK]c[MASK]c([MASK][MASK]=O[MASK][MASK][MASK][MASK]cc(F[MASK][MASK]c2[MASK]c[MASK][MASK],O=C(NCCCCN1CCC(Cc2ccccc2)CC1)c1ccc(C(=O)c2ccc(F)cc2)cc1,True
O=C(NCCCCN1CCNCC1)c1cc2ccnc(N3CCCC3)c2s1,[MASK][MASK][MASK]([MASK]C[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK]cn[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK]3[MASK][MASK]2s1,OCC(NC)CCccccccccccccccccnc(ccCccC3)c2s1,False
O=C(NCCCCN1CCOCC1)c1cccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)c1,O=C(N[MASK]CCCN1CCO[MASK][MASK]1[MASK][MASK]1cc[MASK][MASK](NC(=O[MASK]N[MASK]2ccc(Cl)c(Cl)[MASK]2[MASK]c1,O=C(NCCCCN1CCOCC1)c1cccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)c1,True
O=C(NCCCN1CCC(Cc2c[nH]cn2)CC1)N1c2ccccc2-c2ccccc2S1(=O)=O,O[MASK][MASK][MASK][MASK]C[MASK][MASK]N[MASK]C[MASK]C[MASK][MASK][MASK][MASK]c[MASK][MASK][MASK][MASK][MASK][MASK]C1[MASK][MASK][MASK][MASK][MASK][MASK]cc[MASK][MASK]2[MASK]c2c[MASK]c[MASK]c2[MASK][MASK]([MASK]O)[MASK][MASK],O=C(NCCCN1CCC(c2ccccc2))C1=C(c2ccccc2)c2ccccc2SC(=O)=O,False
O=C(NCCCN1CCC2(CC1)OCCO2)c1ccc(OC(F)F)c(OC2CCCC2)c1,[MASK]=[MASK][MASK]NCC[MASK]N1CCC2(CC1)O[MASK][MASK]O2)c1[MASK][MASK]c(OC[MASK]F)F)[MASK](OC2CCCC2)c1,O=C(NCCCN1CCC2(CC1)OCCO2)c1ccc(OC(F)F)c(OC2CCCC2)c1,True
O=C(NCCCN1CCCC1)C1CCN(S(=O)(=O)c2cccs2)CC1,[MASK][MASK][MASK][MASK]N[MASK]CC[MASK][MASK]C[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK]S[MASK][MASK][MASK][MASK][MASK][MASK][MASK])c[MASK]c[MASK][MASK]s[MASK][MASK][MASK][MASK][MASK],O=C(N1CCCCCCCC1)C1CC(NS(=O)(=O)c2cccs2)CC1,True
O=C(NCCCN1CCCC1=O)C(=O)C(C(=O)c1ccccc1)c1ccc(F)cc1,[MASK]=[MASK][MASK][MASK][MASK]C[MASK][MASK]1[MASK][MASK]C[MASK][MASK][MASK][MASK][MASK]C[MASK]=[MASK])[MASK](C[MASK][MASK][MASK])[MASK][MASK][MASK]cc[MASK][MASK][MASK][MASK][MASK]1cc[MASK][MASK]F[MASK][MASK][MASK]1,O=C(NCCCN1CCCCC1)NC(=O)N(C(=O)c1ccccc1)c1ccc(F)cc1,True
O=C(NCCCN1CCCC1=O)C(c1ccccc1)c1ccccc1,O=[MASK][MASK][MASK]CCCN1[MASK][MASK][MASK]C[MASK]=[MASK])[MASK](c1[MASK][MASK]ccc[MASK])c1cccc[MASK][MASK],O=C(NCCCN1CCCC1=O)C(c1ccccc1)c1ccccc1,True
O=C(NCCCN1CCN(c2ccccc2C2CCN(Cc3ccccc3)CC2)CC1)C1CCCCC1,[MASK]=C[MASK]N[MASK]CCN1CCN(c2[MASK]cccc2C2CCN([MASK][MASK][MASK][MASK][MASK]ccc3)C[MASK][MASK])CC1)[MASK]1C[MASK]CCC1,O=C(NCCCN1CCN(c2ccccc2C2CCN(Cc3ccccc3)CC2)CC1)C1CCCCC1,True
O=C(NCCCN1CCN(c2ccccc2F)CC1)C1CC(=O)N(c2ccccc2)C1,O=[MASK]([MASK]C[MASK]CN1[MASK]CN[MASK]c[MASK]ccc[MASK]c[MASK]F[MASK][MASK]C[MASK][MASK]C[MASK][MASK]C(=O)[MASK]([MASK][MASK]c[MASK][MASK]c[MASK][MASK][MASK]C[MASK],O=C(NCCCN1CCN(c2ccccc2F)CC1)C1CC(=O)N(c2ccccc2)C1,True
O=C(NCCCN1CCOCC1)C1CCC(=O)N(Cc2ccc(Oc3ccccc3)cc2)C1,[MASK]=[MASK](NCCCN1CCO[MASK][MASK][MASK])C1CCC([MASK][MASK])[MASK]([MASK][MASK][MASK]c[MASK]c(O[MASK]3[MASK][MASK][MASK][MASK]c3)[MASK][MASK][MASK])C1,O=C(NCCCN1CCOCC1)C1CCC(=O)N(Cc2ccc(Oc3ccccc3)cc2)C1,True
O=C(NCCCN1CCOCC1)N1CCC2(CC1)CN(Cc1ccccc1)C(=O)CO2,O[MASK][MASK][MASK][MASK][MASK]C[MASK][MASK]1[MASK]C[MASK][MASK]C[MASK])[MASK]1[MASK][MASK]C2[MASK][MASK][MASK][MASK])[MASK][MASK][MASK][MASK][MASK]1ccc[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK])[MASK][MASK]2,O=C(NCCCN1CCOCC1)N1CCC2(CC1)CC((c1ccccc1)C(=O)CO2,False
O=C(NCCCN1CCc2ccc(F)cc2C1)c1ccc(O)c(O)c1O,O[MASK]C([MASK]CC[MASK][MASK]1C[MASK]c2ccc[MASK][MASK])[MASK][MASK]2C[MASK])c1[MASK]cc([MASK][MASK]c[MASK]O)c1O,O=C(NCCCN1CCc2ccc(O)cc2C1)c1ccc(O)c(O)c1O,True
O=C(NCCCOCCN1CCN(c2ccccc2)CC1)Nc1ccc(C(F)(F)F)cc1,[MASK]=[MASK]([MASK][MASK]CC[MASK]C[MASK][MASK]1C[MASK][MASK]([MASK][MASK]ccc[MASK]c2[MASK][MASK]C1)Nc1[MASK]c[MASK](C([MASK])(F)F[MASK]cc[MASK],O=C(CCCCCCCN1CCN(c2ccccc2)CC1)Nc1ccc(C(F)(F)F)cc1,True
O=C(NCCCS(=O)(=O)c1ccccc1)c1ccc2cn[nH]c2c1,O[MASK][MASK](NCCCS(=O[MASK]([MASK]O)c1ccc[MASK]c1)c1[MASK]cc2cn[nH]c2c1,O=C(NCCCS(=O)(=O)c1ccccc1)c1ccc2cn[nH]c2c1,True
O=C(NCCCn1cccn1)c1cc(COc2ccc(F)cc2)ncc1O,O=[MASK]([MASK]CCCn1cc[MASK]n1)c1cc(COc2ccc[MASK]F)cc[MASK])ncc1O,O=C(NCCCn1cccn1)c1cc(COc2ccc(F)cc2)ncc1O,True
O=C(NCCCn1ccnc1)OCc1ccccc1,O=[MASK](N[MASK]CC[MASK][MASK]c[MASK]n[MASK]1)[MASK]Cc[MASK]c[MASK]ccc[MASK],O=C(NCCCn1ccnc1)NCc1ccccc1,True
O=C(NCCCn1ccnc1)c1ccc(-n2cc(C(F)(F)F)nn2)cc1,O=[MASK]([MASK][MASK]CCn1[MASK]cn[MASK]1)c1[MASK]cc(-n2[MASK]c(C(F)([MASK])[MASK])n[MASK]2)cc1,O=C(NCCCn1ccnc1)c1ccc(-n2cc(C(F)(F)F)nn2)cc1,True
O=C(NCCCn1ccnc1)c1ccccc1-c1ccccc1O,O[MASK]C(NC[MASK]Cn1c[MASK]nc[MASK][MASK][MASK]1c[MASK]c[MASK]c1-[MASK]1c[MASK]c[MASK][MASK][MASK]O,O=C(NCCCn1ccnc1)c1ccccc1-c1ccccc1O,True
O=C(NCCCn1ccnc1)c1cncc(Cl)c1,O[MASK]C(NCCCn[MASK][MASK]c[MASK]c[MASK][MASK][MASK][MASK]cncc[MASK]Cl)[MASK][MASK],O=C(NCCCn1ccnc1)c1cncc(Cl)c1,True
O=C(NCCN1CCC2(CC1)OCCO2)c1ccncc1,O=[MASK](NCCN1C[MASK]C2[MASK]CC1)[MASK]CCO[MASK])c[MASK]ccncc1,O=C(NCCN1CCC2(CC1)OCCO2)c1ccncc1,True
O=C(NCCN1CCCC1)C1CCC(=O)N(Cc2ccccc2)C1,O=C([MASK][MASK]CN1[MASK]C[MASK]C[MASK])C1C[MASK]C[MASK]=O[MASK]N([MASK]c2[MASK]c[MASK]cc2)C[MASK],O=C(NCCN1CCCC1)C1CCC(=O)N(Cc2ccccc2)C1,True
O=C(NCCN1CCCC1)c1ccc(-c2noc(-c3ccc(S(=O)(=O)N(CCF)c4ccccc4)cc3F)n2)cn1,[MASK]=C[MASK]NCC[MASK]1[MASK][MASK]CC[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK]c2[MASK]o[MASK]([MASK][MASK][MASK]cc[MASK][MASK]S(=[MASK])[MASK]=O)[MASK][MASK]C[MASK][MASK])[MASK][MASK]c[MASK]cc[MASK][MASK][MASK][MASK]c3F)n2[MASK]cn[MASK],O=C(NCCN1CCCC11c1ccc(-c2noc(-c3ccc(S(=O)(=O)N4C(O)c4ccccc4)cc3F)n2)cn1,False
O=C(NCCN1CCCC1)c1cccc2nc3ccccc3n12,O=[MASK](NCCN1CC[MASK]C1)c[MASK]cc[MASK]c2nc3ccc[MASK]c[MASK]n[MASK]2,O=C(NCCN1CCCC1)c1cccc2nc3ccccc3n12,True
